state	county_name	lat	lon	county_fips
ID	Shoshone County	47.347694	-115.885092	16079
ID	Teton County	43.760994	-111.211765	16081
ID	Twin Falls County	42.352309	-114.665639	16083
ID	Valley County	44.85596	-115.618061	16085
ID	Washington County	44.448223	-116.797792	16087
IL	Adams County	39.986052	-91.194961	17001
IL	Alexander County	37.183658	-89.349516	17003
IL	Bond County	38.885924	-89.436592	17005
IL	Boone County	42.318983	-88.824295	17007
IL	Brown County	39.962069	-90.750309	17009
IL	Bureau County	41.401304	-89.528377	17011
IL	Calhoun County	39.164262	-90.666295	17013
IL	Carroll County	42.0709	-89.924189	17015
IL	Cass County	39.969202	-90.245704	17017
IL	Champaign County	40.138985	-88.196975	17019
IL	Christian County	39.545524	-89.279593	17021
IL	Clark County	39.332334	-87.791683	17023
IL	Clay County	38.746819	-88.482325	17025
IL	Clinton County	38.606295	-89.426228	17027
IL	Coles County	39.51368	-88.220782	17029
IL	Cook County	41.894294	-87.645455	17031
IL	Crawford County	39.002787	-87.760619	17033
IL	Cumberland County	39.273121	-88.240619	17035
IL	DeKalb County	41.894612	-88.768991	17037
IL	De Witt County	40.181499	-88.901853	17039
IL	Douglas County	39.766078	-88.222866	17041
IL	DuPage County	41.852058	-88.086039	17043
IL	Edgar County	39.679037	-87.74711	17045
IL	Edwards County	38.417095	-88.047941	17047
IL	Effingham County	39.047945	-88.592849	17049
IL	Fayette County	39.001125	-89.017923	17051
IL	Ford County	40.596539	-88.224588	17053
IL	Franklin County	37.991852	-88.926321	17055
IL	Fulton County	40.46524	-90.202269	17057
IL	Gallatin County	37.768677	-88.227964	17059
IL	Greene County	39.355439	-90.387682	17061
IL	Grundy County	41.29241	-88.401054	17063
IL	Hamilton County	38.085227	-88.539009	17065
IL	Hancock County	40.401318	-91.168801	17067
IL	Hardin County	37.517852	-88.266148	17069
IL	Henderson County	40.814471	-90.941246	17071
IL	Henry County	41.350021	-90.130838	17073
IL	Iroquois County	40.748867	-87.833601	17075
IL	Jackson County	37.786096	-89.381212	17077
IL	Jasper County	39.004886	-88.150725	17079
IL	Jefferson County	38.30078	-88.92421	17081
IL	Jersey County	39.080195	-90.361385	17083
IL	Jo Daviess County	42.362391	-90.21147	17085
IL	Johnson County	37.460709	-88.882131	17087
IL	Kane County	41.939594	-88.42804	17089
IL	Kankakee County	41.13951	-87.861117	17091
IL	Kendall County	41.58814	-88.430626	17093
IL	Knox County	40.930945	-90.213792	17095
IL	Lake County	42.185968	-87.805939	17097
IL	LaSalle County	41.343341	-88.885931	17099
IL	Lawrence County	38.718954	-87.730221	17101
IL	Lee County	41.747447	-89.299362	17103
IL	Livingston County	40.894376	-88.552852	17105
IL	Logan County	40.129277	-89.365309	17107
IL	McDonough County	40.455808	-90.678954	17109
IL	McHenry County	42.324298	-88.452245	17111
IL	McLean County	40.494559	-88.844539	17113
IL	Macon County	39.860237	-88.961529	17115
IL	Macoupin County	39.265914	-89.92633	17117
IL	Madison County	38.82712	-89.900227	17119
IL	Marion County	38.648236	-88.920362	17121
IL	Marshall County	41.031119	-89.342371	17123
IL	Mason County	40.236993	-89.913575	17125
IL	Massac County	37.216119	-88.705658	17127
IL	Menard County	40.022569	-89.794133	17129
IL	Mercer County	41.205605	-90.74177	17131
IL	Monroe County	38.277983	-90.179078	17133
IL	Montgomery County	39.228068	-89.478141	17135
IL	Morgan County	39.717657	-90.204993	17137
IL	Moultrie County	39.636896	-88.625726	17139
IL	Ogle County	42.041884	-89.320176	17141
IL	Peoria County	40.785972	-89.766993	17143
IL	Perry County	38.084381	-89.368525	17145
IL	Piatt County	40.009033	-88.592355	17147
IL	Pike County	39.625106	-90.889034	17149
IL	Pope County	37.417169	-88.542374	17151
IL	Pulaski County	37.215615	-89.127755	17153
IL	Putnam County	41.198961	-89.298347	17155
IL	Randolph County	38.056515	-89.82121	17157
IL	Richland County	38.712187	-88.085452	17159
IL	Rock Island County	41.468421	-90.572125	17161
IL	St. Clair County	38.470198	-89.928546	17163
IL	Saline County	37.751508	-88.545024	17165
IL	Sangamon County	39.756886	-89.662435	17167
IL	Schuyler County	40.156905	-90.613464	17169
IL	Scott County	39.637002	-90.477771	17171
IL	Shelby County	39.384917	-88.798865	17173
IL	Stark County	41.096908	-89.797411	17175
IL	Stephenson County	42.349726	-89.665994	17177
IL	Tazewell County	40.508074	-89.51626	17179
IL	Union County	37.485652	-89.244639	17181
IL	Vermilion County	40.186754	-87.726778	17183
IL	Wabash County	38.445821	-87.839167	17185
IL	Warren County	40.850441	-90.620223	17187
IL	Washington County	38.35314	-89.417187	17189
IL	Wayne County	38.431857	-88.43243	17191
IL	White County	38.087326	-88.178623	17193
IL	Whiteside County	41.750673	-89.911005	17195
IL	Will County	41.448474	-87.978456	17197
IL	Williamson County	37.730353	-88.930018	17199
IL	Winnebago County	42.337396	-89.161205	17201
IL	Woodford County	40.789787	-89.210587	17203
IN	Adams County	40.74573	-84.936134	18001
IN	Allen County	41.091909	-85.071791	18003
IN	Bartholomew County	39.205843	-85.897999	18005
IN	Benton County	40.600939	-87.314786	18007
IN	Blackford County	40.472672	-85.32373	18009
IN	Boone County	40.050892	-86.469014	18011
IN	Brown County	39.195113	-86.230121	18013
IN	Carroll County	40.58498	-86.565141	18015
IN	Cass County	40.753799	-86.355168	18017
IN	Clark County	38.476217	-85.711122	18019
IN	Clay County	39.393928	-87.115858	18021
IN	Clinton County	40.305944	-86.477567	18023
IN	Crawford County	38.289433	-86.440871	18025
IN	Daviess County	38.69609	-87.076943	18027
IN	Dearborn County	39.140897	-84.975868	18029
IN	Decatur County	39.30598	-85.499831	18031
IN	DeKalb County	41.39676	-85.002697	18033
IN	Delaware County	40.227543	-85.399262	18035
IN	Dubois County	38.373344	-86.873385	18037
IN	Elkhart County	41.600693	-85.863986	18039
IN	Fayette County	39.639654	-85.185034	18041
IN	Floyd County	38.318081	-85.911847	18043
IN	Fountain County	40.121237	-87.234872	18045
IN	Franklin County	39.409762	-85.066964	18047
IN	Fulton County	41.050384	-86.265006	18049
IN	Gibson County	38.317398	-87.580523	18051
IN	Grant County	40.515758	-85.654946	18053
IN	Greene County	39.047147	-87.004771	18055
IN	Hamilton County	40.053513	-86.021709	18057
IN	Hancock County	39.822529	-85.77315	18059
IN	Harrison County	38.186454	-86.103766	18061
IN	Hendricks County	39.768963	-86.509908	18063
IN	Henry County	39.929591	-85.397363	18065
IN	Howard County	40.483537	-86.114118	18067
IN	Huntington County	40.826394	-85.478597	18069
IN	Jackson County	38.911957	-86.042516	18071
IN	Jasper County	41.017688	-87.118814	18073
IN	Jay County	40.434956	-85.002331	18075
IN	Jefferson County	38.783604	-85.44009	18077
IN	Jennings County	38.996229	-85.628103	18079
IN	Johnson County	39.496092	-86.094264	18081
IN	Knox County	38.688381	-87.420358	18083
IN	Kosciusko County	41.244293	-85.861575	18085
IN	LaGrange County	41.642462	-85.427845	18087
IN	Lake County	41.472247	-87.374337	18089
IN	LaPorte County	41.549013	-86.744739	18091
IN	Lawrence County	38.839815	-86.48782	18093
IN	Madison County	40.166203	-85.722454	18095
IN	Marion County	39.782976	-86.135794	18097
IN	Marshall County	41.325003	-86.269036	18099
IN	Martin County	38.705322	-86.801847	18101
IN	Miami County	40.772883	-86.044258	18103
IN	Monroe County	39.160729	-86.52331	18105
IN	Montgomery County	40.040296	-86.892715	18107
IN	Morgan County	39.482646	-86.447457	18109
IN	Newton County	40.962399	-87.402172	18111
IN	Noble County	41.404679	-85.417271	18113
IN	Ohio County	38.940527	-84.964299	18115
IN	Orange County	38.547381	-86.489257	18117
IN	Owen County	39.317339	-86.838845	18119
IN	Parke County	39.77425	-87.19695	18121
IN	Perry County	38.081436	-86.62654	18123
IN	Pike County	38.397961	-87.232547	18125
IN	Porter County	41.509914	-87.071313	18127
IN	Posey County	38.027614	-87.868653	18129
IN	Pulaski County	41.045272	-86.692538	18131
IN	Putnam County	39.665548	-86.853373	18133
IN	Randolph County	40.164079	-85.00579	18135
IN	Ripley County	39.100226	-85.260494	18137
IN	Rush County	39.622365	-85.466536	18139
IN	St. Joseph County	41.617723	-86.288048	18141
IN	Scott County	38.679431	-85.751898	18143
IN	Shelby County	39.524135	-85.792174	18145
IN	Spencer County	38.009697	-87.010375	18147
IN	Starke County	41.284478	-86.644636	18149
IN	Steuben County	41.643467	-85.002405	18151
IN	Sullivan County	39.089225	-87.415843	18153
IN	Switzerland County	38.825854	-85.029681	18155
IN	Tippecanoe County	40.389133	-86.893554	18157
IN	Tipton County	40.310229	-86.056207	18159
IN	Union County	39.623094	-84.925145	18161
IN	Vanderburgh County	38.02007	-87.586166	18163
IN	Vermillion County	39.854045	-87.462071	18165
IN	Vigo County	39.430874	-87.390989	18167
IN	Wabash County	40.843747	-85.795192	18169
IN	Warren County	40.352498	-87.375163	18171
IN	Warrick County	38.097728	-87.272049	18173
IN	Washington County	38.600613	-86.104751	18175
IN	Wayne County	39.863091	-85.006735	18177
IN	Wells County	40.735547	-85.213349	18179
IN	White County	40.75095	-86.864293	18181
IN	Whitley County	41.136426	-85.501892	18183
IA	Adair County	41.328528	-94.478164	19001
IA	Adams County	41.021656	-94.696906	19003
IA	Allamakee County	43.274964	-91.382751	19005
IA	Appanoose County	40.744249	-92.873062	19007
IA	Audubon County	41.679178	-94.904312	19009
IA	Benton County	42.092547	-92.05763	19011
IA	Black Hawk County	42.471132	-92.3076	19013
IA	Boone County	42.038623	-93.938605	19015
IA	Bremer County	42.780895	-92.327356	19017
IA	Buchanan County	42.470328	-91.838666	19019
IA	Buena Vista County	42.741522	-95.141432	19021
IA	Butler County	42.734757	-92.780153	19023
IA	Calhoun County	42.386061	-94.643602	19025
IA	Carroll County	42.039502	-94.86765	19027
IA	Cass County	41.333824	-94.933302	19029
IA	Cedar County	41.77236	-91.132611	19031
IA	Cerro Gordo County	43.074975	-93.250965	19033
IA	Cherokee County	42.742737	-95.633262	19035
IA	Chickasaw County	43.059741	-92.31721	19037
IA	Clarke County	41.029726	-93.785259	19039
IA	Clay County	43.081224	-95.149875	19041
IA	Clayton County	42.840985	-91.323576	19043
IA	Clinton County	41.898073	-90.534243	19045
IA	Crawford County	42.043119	-95.38909	19047
IA	Dallas County	41.68532	-94.040706	19049
IA	Davis County	40.748089	-92.410345	19051
IA	Decatur County	40.736379	-93.78458	19053
IA	Delaware County	42.473014	-91.366767	19055
IA	Des Moines County	40.915339	-91.186925	19057
IA	Dickinson County	43.389611	-95.196057	19059
IA	Dubuque County	42.463481	-90.878771	19061
IA	Emmet County	43.377984	-94.66937	19063
IA	Fayette County	42.864122	-91.840376	19065
IA	Floyd County	43.052741	-92.787367	19067
IA	Franklin County	42.736545	-93.271415	19069
IA	Fremont County	40.74259	-95.599182	19071
IA	Greene County	42.042513	-94.388727	19073
IA	Grundy County	42.403339	-92.790244	19075
IA	Guthrie County	41.683573	-94.501272	19077
IA	Hamilton County	42.390789	-93.70913	19079
IA	Hancock County	43.075411	-93.743697	19081
IA	Hardin County	42.390208	-93.241669	19083
IA	Harrison County	41.688584	-95.827149	19085
IA	Henry County	40.984802	-91.547259	19087
IA	Howard County	43.365312	-92.321908	19089
IA	Humboldt County	42.782221	-94.202775	19091
IA	Ida County	42.39186	-95.507421	19093
IA	Iowa County	41.683918	-92.059123	19095
IA	Jackson County	42.164226	-90.574582	19097
IA	Jasper County	41.685551	-93.054147	19099
IA	Jefferson County	41.006376	-91.966628	19101
IA	Johnson County	41.670668	-91.590529	19103
IA	Jones County	42.125118	-91.116914	19105
IA	Keokuk County	41.331182	-92.167721	19107
IA	Kossuth County	43.212336	-94.213971	19109
IA	Lee County	40.647588	-91.477157	19111
IA	Linn County	42.077951	-91.597674	19113
IA	Louisa County	41.218211	-91.256994	19115
IA	Lucas County	41.033321	-93.331462	19117
IA	Lyon County	43.38358	-96.207201	19119
IA	Madison County	41.330622	-94.015184	19121
IA	Mahaska County	41.330797	-92.636366	19123
IA	Marion County	41.331433	-93.093868	19125
IA	Marshall County	42.0417	-92.981403	19127
IA	Mills County	41.033703	-95.619101	19129
IA	Mitchell County	43.348564	-92.784466	19131
IA	Monona County	42.049432	-95.956566	19133
IA	Monroe County	41.028847	-92.869642	19135
IA	Montgomery County	41.021735	-95.15779	19137
IA	Muscatine County	41.483776	-91.118699	19139
IA	O'Brien County	43.083746	-95.625624	19141
IA	Osceola County	43.378542	-95.633788	19143
IA	Page County	40.739097	-95.144301	19145
IA	Palo Alto County	43.075337	-94.669055	19147
IA	Plymouth County	42.737615	-96.215973	19149
IA	Pocahontas County	42.734033	-94.678279	19151
IA	Polk County	41.684816	-93.568971	19153
IA	Pottawattamie County	41.340184	-95.544905	19155
IA	Poweshiek County	41.684642	-92.522934	19157
IA	Ringgold County	40.735334	-94.244251	19159
IA	Sac County	42.387526	-95.105224	19161
IA	Scott County	41.642079	-90.622289	19163
IA	Shelby County	41.679014	-95.308917	19165
IA	Sioux County	43.082618	-96.17798	19167
IA	Story County	42.037538	-93.466093	19169
IA	Tama County	42.074848	-92.529411	19171
IA	Taylor County	40.737949	-94.697108	19173
IA	Union County	41.02855	-94.245091	19175
IA	Van Buren County	40.754117	-91.952943	19177
IA	Wapello County	41.031275	-92.409466	19179
IA	Warren County	41.332446	-93.568751	19181
IA	Washington County	41.329401	-91.725052	19183
IA	Wayne County	40.739983	-93.332613	19185
IA	Webster County	42.433579	-94.175831	19187
IA	Winnebago County	43.378124	-93.743488	19189
IA	Winneshiek County	43.292989	-91.850788	19191
IA	Woodbury County	42.39322	-96.053296	19193
IA	Worth County	43.373491	-93.248533	19195
IA	Wright County	42.733007	-93.734735	19197
KS	Allen County	37.884228	-95.300945	20001
KS	Anderson County	38.215114	-95.292046	20003
KS	Atchison County	39.532544	-95.313397	20005
KS	Barber County	37.222906	-98.685052	20007
KS	Barton County	38.481239	-98.767837	20009
KS	Bourbon County	37.8561	-94.850928	20011
KS	Brown County	39.825931	-95.569905	20013
KS	Butler County	37.773649	-96.83884	20015
KS	Chase County	38.299475	-96.594029	20017
KS	Chautauqua County	37.154259	-96.245396	20019
KS	Cherokee County	37.169392	-94.845698	20021
KS	Cheyenne County	39.789901	-101.727317	20023
KS	Clark County	37.233831	-99.813869	20025
KS	Clay County	39.344964	-97.168853	20027
KS	Cloud County	39.487329	-97.64139	20029
KS	Coffey County	38.23645	-95.729137	20031
KS	Comanche County	37.181442	-99.251293	20033
KS	Cowley County	37.234507	-96.837247	20035
KS	Crawford County	37.505821	-94.853897	20037
KS	Decatur County	39.783542	-100.459708	20039
KS	Dickinson County	38.867735	-97.157943	20041
KS	Doniphan County	39.788502	-95.147225	20043
KS	Douglas County	38.896417	-95.290947	20045
KS	Edwards County	37.883595	-99.304746	20047
KS	Elk County	37.456026	-96.244642	20049
KS	Ellis County	38.914597	-99.317313	20051
KS	Ellsworth County	38.700845	-98.205355	20053
KS	Finney County	38.049808	-100.739967	20055
KS	Ford County	37.68851	-99.884743	20057
KS	Franklin County	38.558019	-95.278962	20059
KS	Geary County	39.002139	-96.7681	20061
KS	Gove County	38.917239	-100.48736	20063
KS	Graham County	39.354972	-99.879894	20065
KS	Grant County	37.547537	-101.299362	20067
KS	Gray County	37.744513	-100.451716	20069
KS	Greeley County	38.480404	-101.80597	20071
KS	Greenwood County	37.879347	-96.241732	20073
KS	Hamilton County	37.995244	-101.793689	20075
KS	Harper County	37.188184	-98.06659	20077
KS	Harvey County	38.050144	-97.436706	20079
KS	Haskell County	37.554979	-100.879952	20081
KS	Hodgeman County	38.087493	-99.898407	20083
KS	Jackson County	39.411096	-95.794492	20085
KS	Jefferson County	39.239644	-95.375314	20087
KS	Jewell County	39.777005	-98.222619	20089
KS	Johnson County	38.883907	-94.82233	20091
KS	Kearny County	37.994461	-101.308136	20093
KS	Kingman County	37.552951	-98.144529	20095
KS	Kiowa County	37.561231	-99.286539	20097
KS	Labette County	37.191468	-95.297473	20099
KS	Lane County	38.481286	-100.466185	20101
KS	Leavenworth County	39.189511	-95.038977	20103
KS	Lincoln County	39.04728	-98.214284	20105
KS	Linn County	38.216549	-94.844932	20107
KS	Logan County	38.91327	-101.157402	20109
KS	Lyon County	38.455403	-96.161641	20111
KS	McPherson County	38.395812	-97.647489	20113
KS	Marion County	38.359647	-97.102771	20115
KS	Marshall County	39.782709	-96.521243	20117
KS	Meade County	37.243886	-100.360094	20119
KS	Miami County	38.566772	-94.832963	20121
KS	Mitchell County	39.393026	-98.207362	20123
KS	Montgomery County	37.189537	-95.742403	20125
KS	Morris County	38.688204	-96.651448	20127
KS	Morton County	37.185249	-101.809516	20129
KS	Nemaha County	39.791043	-96.005381	20131
KS	Neosho County	37.564283	-95.315682	20133
KS	Ness County	38.480437	-99.908745	20135
KS	Norton County	39.783867	-99.899235	20137
KS	Osage County	38.650215	-95.708255	20139
KS	Osborne County	39.348261	-98.767942	20141
KS	Ottawa County	39.137963	-97.654802	20143
KS	Pawnee County	38.181477	-99.234772	20145
KS	Phillips County	39.784506	-99.34215	20147
KS	Pottawatomie County	39.382187	-96.337113	20149
KS	Pratt County	37.647594	-98.74012	20151
KS	Rawlins County	39.786198	-101.076738	20153
KS	Reno County	37.948185	-98.078346	20155
KS	Republic County	39.828906	-97.650883	20157
KS	Rice County	38.347178	-98.201415	20159
KS	Riley County	39.29121	-96.727488	20161
KS	Rooks County	39.346006	-99.324492	20163
KS	Rush County	38.523596	-99.309184	20165
KS	Russell County	38.91604	-98.770949	20167
KS	Saline County	38.791804	-97.651478	20169
KS	Scott County	38.481877	-100.90636	20171
KS	Sedgwick County	37.681045	-97.461054	20173
KS	Seward County	37.18096	-100.855257	20175
KS	Shawnee County	39.041805	-95.755664	20177
KS	Sheridan County	39.350547	-100.441228	20179
KS	Sherman County	39.351352	-101.719859	20181
KS	Smith County	39.78466	-98.785429	20183
KS	Stafford County	38.03563	-98.719889	20185
KS	Stanton County	37.565932	-101.789383	20187
KS	Stevens County	37.2017	-101.317268	20189
KS	Sumner County	37.236662	-97.493352	20191
KS	Thomas County	39.357713	-101.083386	20193
KS	Trego County	38.921302	-99.865423	20195
KS	Wabaunsee County	38.955154	-96.201262	20197
KS	Wallace County	38.926626	-101.771103	20199
KS	Washington County	39.776714	-97.095611	20201
KS	Wichita County	38.481922	-101.347434	20203
KS	Wilson County	37.558515	-95.745175	20205
KS	Woodson County	37.888193	-95.758469	20207
KS	Wyandotte County	39.115384	-94.763087	20209
KY	Adair County	37.105559	-85.28138	21001
KY	Allen County	36.75077	-86.192458	21003
KY	Anderson County	38.005396	-84.986417	21005
KY	Ballard County	37.051323	-89.010367	21007
KY	Barren County	36.962805	-85.932108	21009
KY	Bath County	38.152249	-83.737641	21011
KY	Bell County	36.728928	-83.680718	21013
KY	Boone County	38.9589	-84.736371	21015
KY	Bourbon County	38.202562	-84.20986	21017
KY	Boyd County	38.360003	-82.681406	21019
KY	Boyle County	37.618104	-84.868352	21021
KY	Bracken County	38.680365	-84.115235	21023
KY	Breathitt County	37.517807	-83.317158	21025
KY	Breckinridge County	37.777988	-86.432919	21027
KY	Bullitt County	37.969945	-85.702635	21029
KY	Butler County	37.207013	-86.682471	21031
KY	Caldwell County	37.148642	-87.870509	21033
KY	Calloway County	36.620978	-88.274086	21035
KY	Campbell County	38.946981	-84.379583	21037
KY	Carlisle County	36.85718	-88.976614	21039
KY	Carroll County	38.668394	-85.124024	21041
KY	Carter County	38.314094	-83.038988	21043
KY	Casey County	37.321962	-84.92822	21045
KY	Christian County	36.892059	-87.492986	21047
KY	Clark County	37.970314	-84.145115	21049
KY	Clay County	37.164273	-83.715454	21051
KY	Clinton County	36.727258	-85.136098	21053
KY	Crittenden County	37.358149	-88.10501	21055
KY	Cumberland County	36.782372	-85.388484	21057
KY	Daviess County	37.731671	-87.087139	21059
KY	Edmonson County	37.227514	-86.218015	21061
KY	Elliott County	38.116883	-83.096116	21063
KY	Estill County	37.692449	-83.963983	21065
KY	Fayette County	38.040678	-84.458272	21067
KY	Fleming County	38.367848	-83.699205	21069
KY	Floyd County	37.552456	-82.739724	21071
KY	Franklin County	38.234919	-84.868786	21073
KY	Fulton County	36.552511	-89.187659	21075
KY	Gallatin County	38.755663	-84.865143	21077
KY	Garrard County	37.630162	-84.545856	21079
KY	Grant County	38.649167	-84.625924	21081
KY	Graves County	36.723344	-88.649897	21083
KY	Grayson County	37.458577	-86.344011	21085
KY	Green County	37.278065	-85.537925	21087
KY	Greenup County	38.563562	-82.93382	21089
KY	Hancock County	37.843325	-86.792761	21091
KY	Hardin County	37.695836	-85.963183	21093
KY	Harlan County	36.859223	-83.221497	21095
KY	Harrison County	38.444578	-84.334131	21097
KY	Hart County	37.305827	-85.878443	21099
KY	Henderson County	37.792542	-87.572577	21101
KY	Henry County	38.451383	-85.119647	21103
KY	Hickman County	36.675896	-88.972084	21105
KY	Hopkins County	37.31107	-87.542196	21107
KY	Jackson County	37.403458	-84.020576	21109
KY	Jefferson County	38.189532	-85.657624	21111
KY	Jessamine County	37.873291	-84.58396	21113
KY	Johnson County	37.847756	-82.830121	21115
KY	Kenton County	38.930503	-84.533438	21117
KY	Knott County	37.354368	-82.952546	21119
KY	Knox County	36.8885	-83.855551	21121
KY	Larue County	37.544462	-85.696841	21123
KY	Laurel County	37.113268	-84.119395	21125
KY	Lawrence County	38.074453	-82.73829	21127
KY	Lee County	37.608116	-83.719248	21129
KY	Leslie County	37.087846	-83.388617	21131
KY	Letcher County	37.118536	-82.861251	21133
KY	Lewis County	38.535047	-83.370143	21135
KY	Lincoln County	37.457174	-84.658335	21137
KY	Livingston County	37.209517	-88.363426	21139
KY	Logan County	36.859607	-86.881288	21141
KY	Lyon County	37.023976	-88.083391	21143
KY	McCracken County	37.054111	-88.712454	21145
KY	McCreary County	36.731136	-84.491052	21147
KY	McLean County	37.526707	-87.265597	21149
KY	Madison County	37.725511	-84.278362	21151
KY	Magoffin County	37.698983	-83.069721	21153
KY	Marion County	37.552604	-85.268959	21155
KY	Marshall County	36.882017	-88.332752	21157
KY	Martin County	37.796774	-82.506623	21159
KY	Mason County	38.594137	-83.828125	21161
KY	Meade County	37.967476	-86.200863	21163
KY	Menifee County	37.935485	-83.589355	21165
KY	Mercer County	37.812085	-84.879695	21167
KY	Metcalfe County	36.99243	-85.633456	21169
KY	Monroe County	36.714077	-85.713508	21171
KY	Montgomery County	38.038109	-83.912416	21173
KY	Morgan County	37.92294	-83.258944	21175
KY	Muhlenberg County	37.213816	-87.134092	21177
KY	Nelson County	37.80312	-85.465931	21179
KY	Nicholas County	38.338031	-84.026223	21181
KY	Ohio County	37.477859	-86.844871	21183
KY	Oldham County	38.400127	-85.45615	21185
KY	Owen County	38.499395	-84.84159	21187
KY	Owsley County	37.423622	-83.691637	21189
KY	Pendleton County	38.696284	-84.351943	21191
KY	Perry County	37.241282	-83.217772	21193
KY	Pike County	37.486031	-82.410912	21195
KY	Powell County	37.809567	-83.831235	21197
KY	Pulaski County	37.107428	-84.576969	21199
KY	Robertson County	38.513473	-84.06423	21201
KY	Rockcastle County	37.36105	-84.314368	21203
KY	Rowan County	38.204266	-83.428079	21205
KY	Russell County	36.990587	-85.05495	21207
KY	Scott County	38.28571	-84.57834	21209
KY	Shelby County	38.239011	-85.228247	21211
KY	Simpson County	36.740929	-86.581787	21213
KY	Spencer County	38.025313	-85.317312	21215
KY	Taylor County	37.36621	-85.328059	21217
KY	Todd County	36.840338	-87.183642	21219
KY	Trigg County	36.807681	-87.858652	21221
KY	Trimble County	38.62004	-85.351208	21223
KY	Union County	37.658029	-87.95165	21225
KY	Warren County	36.995634	-86.423579	21227
KY	Washington County	37.754209	-85.175416	21229
KY	Wayne County	36.800772	-84.82659	21231
KY	Webster County	37.520375	-87.685206	21233
KY	Whitley County	36.758024	-84.144648	21235
KY	Wolfe County	37.743893	-83.49511	21237
KY	Woodford County	38.043103	-84.748855	21239
LA	Acadia Parish	30.291497	-92.411037	22001
LA	Allen Parish	30.652744	-92.819605	22003
LA	Ascension Parish	30.206444	-90.912502	22005
LA	Assumption Parish	29.9033	-91.065219	22007
LA	Avoyelles Parish	31.088503	-91.983275	22009
LA	Beauregard Parish	30.645018	-93.340253	22011
LA	Bienville Parish	32.340952	-93.041151	22013
LA	Bossier Parish	32.698481	-93.626561	22015
LA	Caddo Parish	32.580106	-93.88497	22017
LA	Calcasieu Parish	30.229559	-93.358015	22019
LA	Caldwell Parish	32.101219	-92.114231	22021
LA	Cameron Parish	29.871812	-93.164948	22023
LA	Catahoula Parish	31.666517	-91.846703	22025
LA	Claiborne Parish	32.82716	-92.989728	22027
LA	Concordia Parish	31.469805	-91.626315	22029
LA	De Soto Parish	32.059248	-93.740797	22031
LA	East Baton Rouge Parish	30.54393	-91.093131	22033
LA	East Carroll Parish	32.73017	-91.234141	22035
LA	East Feliciana Parish	30.839784	-91.043434	22037
LA	Evangeline Parish	30.720693	-92.404086	22039
LA	Franklin Parish	32.139076	-91.672371	22041
LA	Grant Parish	31.597787	-92.561716	22043
LA	Iberia Parish	29.606013	-91.842706	22045
LA	Iberville Parish	30.270658	-91.36587	22047
LA	Jackson Parish	32.30429	-92.5617	22049
LA	Jefferson Parish	29.5033	-90.036231	22051
LA	Jefferson Davis Parish	30.269529	-92.816221	22053
LA	Lafayette Parish	30.206507	-92.06417	22055
LA	Lafourche Parish	29.491992	-90.394849	22057
LA	LaSalle Parish	31.680083	-92.161596	22059
LA	Lincoln Parish	32.601823	-92.662303	22061
LA	Livingston Parish	30.440419	-90.727474	22063
LA	Madison Parish	32.346878	-91.231932	22065
LA	Morehouse Parish	32.820008	-91.800399	22067
LA	Natchitoches Parish	31.732509	-93.082546	22069
LA	Orleans Parish	30.05342	-89.934502	22071
LA	Ouachita Parish	32.480932	-92.151581	22073
LA	Plaquemines Parish	29.282447	-89.576068	22075
LA	Pointe Coupee Parish	30.708319	-91.604621	22077
LA	Rapides Parish	31.193204	-92.535953	22079
LA	Red River Parish	32.101213	-93.34905	22081
LA	Richland Parish	32.413158	-91.748353	22083
LA	Sabine Parish	31.560402	-93.559579	22085
LA	St. Bernard Parish	29.91811	-89.263494	22087
LA	St. Charles Parish	29.905722	-90.357855	22089
LA	St. Helena Parish	30.822539	-90.708307	22091
LA	St. James Parish	30.024777	-90.793956	22093
LA	St. John the Baptist Parish	30.144068	-90.49096	22095
LA	St. Landry Parish	30.583441	-91.989274	22097
LA	St. Martin Parish	30.121433	-91.611481	22099
LA	St. Mary Parish	29.629349	-91.463804	22101
LA	St. Tammany Parish	30.410022	-89.951962	22103
LA	Tangipahoa Parish	30.621348	-90.40649	22105
LA	Tensas Parish	32.001489	-91.342576	22107
LA	Terrebonne Parish	29.33413	-90.843674	22109
LA	Union Parish	32.829349	-92.37565	22111
LA	Vermilion Parish	29.806638	-92.321394	22113
LA	Vernon Parish	31.102841	-93.18833	22115
LA	Washington Parish	30.852144	-90.046253	22117
LA	Webster Parish	32.732152	-93.339825	22119
LA	West Baton Rouge Parish	30.464052	-91.309808	22121
LA	West Carroll Parish	32.79248	-91.451998	22123
LA	West Feliciana Parish	30.873364	-91.421776	22125
LA	Winn Parish	31.941187	-92.641269	22127
ME	Androscoggin County	44.167681	-70.207435	23001
ME	Aroostook County	46.709193	-68.612409	23003
ME	Cumberland County	43.808348	-70.330375	23005
ME	Franklin County	44.976724	-70.414935	23007
ME	Hancock County	44.564906	-68.370703	23009
ME	Kennebec County	44.417012	-69.765764	23011
ME	Knox County	44.042045	-69.038514	23013
ME	Lincoln County	43.994781	-69.513624	23015
ME	Oxford County	44.4945	-70.734421	23017
ME	Penobscot County	45.409284	-68.666616	23019
ME	Piscataquis County	45.915639	-69.102231	23021
ME	Sagadahoc County	43.916845	-69.844227	23023
ME	Somerset County	45.503646	-69.95611	23025
ME	Waldo County	44.475023	-69.117429	23027
